make,model,price_usd,year,condition,mileage_kilometers,fuel_type,volume_cm3,color,transmission,drive_unit,segment,car_age,mileage_per_year,engine_volume_liters,brand_model
mercedes-benz,s-klass,11700,2007,with mileage,303000.0,petrol,5500.0,black,auto,all-wheel drive,s,19,15947.368421052632,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,13300,2006,with mileage,270000.0,petrol,5500.0,black,auto,part-time four-wheel drive,s,20,13500.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,19200,2009,with mileage,138000.0,diesel,3000.0,silver,auto,rear drive,s,17,8117.64705882353,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,12000,2006,with mileage,208.0,diesel,3000.0,silver,auto,,s,20,10.4,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,11111,2001,with mileage,385000.0,diesel,3222.0,blue,auto,rear drive,s,25,15400.0,3.222,mercedes-benz s-klass
mercedes-benz,s-klass,9000,1991,with mileage,300000.0,diesel,3000.0,burgundy,auto,rear drive,s,35,8571.42857142857,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,12500,2006,with mileage,150000.0,diesel,3000.0,black,auto,rear drive,s,20,7500.0,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,24500,2011,with mileage,287000.0,petrol,3500.0,black,auto,rear drive,s,15,19133.333333333332,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,5900,2000,with mileage,257560.0,diesel,3996.0,black,auto,rear drive,s,26,9906.153846153846,3.996,mercedes-benz s-klass
mercedes-benz,s-klass,4700,2000,with mileage,217.0,petrol,3200.0,black,auto,rear drive,s,26,8.346153846153847,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,15000,2009,with mileage,177000.0,petrol,3500.0,black,auto,,s,17,10411.764705882353,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,55000,2013,with mileage,178271.0,petrol,5000.0,black,auto,all-wheel drive,s,13,13713.153846153846,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,16500,2008,with mileage,230000.0,diesel,3200.0,black,auto,part-time four-wheel drive,s,18,12777.777777777777,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,7100,2003,with mileage,383365.0,diesel,3200.0,black,auto,rear drive,s,23,16668.043478260868,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,5500,1993,with mileage,299000.0,diesel,3500.0,black,auto,rear drive,s,33,9060.60606060606,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,7000,2001,with mileage,340000.0,diesel,3200.0,blue,auto,rear drive,s,25,13600.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,8999,2007,with mileage,198000.0,petrol,3500.0,other,auto,all-wheel drive,s,19,10421.052631578947,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,4200,2002,with mileage,1.0,petrol,3200.0,black,auto,,s,24,0.041666666666666664,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,22900,2010,with mileage,102000.0,petrol,5461.0,black,auto,all-wheel drive,s,16,6375.0,5.461,mercedes-benz s-klass
mercedes-benz,s-klass,5500,2002,with mileage,300000.0,petrol,4300.0,other,auto,part-time four-wheel drive,s,24,12500.0,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,20100,2011,with mileage,162000.0,petrol,3500.0,brown,auto,all-wheel drive,s,15,10800.0,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,14950,2008,with mileage,270000.0,diesel,3200.0,black,auto,rear drive,s,18,15000.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,25000,2009,with mileage,314500.0,petrol,5500.0,black,auto,all-wheel drive,s,17,18500.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,13400,2007,with mileage,250000.0,petrol,5500.0,white,auto,rear drive,s,19,13157.894736842105,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,3799,1994,with mileage,540000.0,petrol,3199.0,black,auto,rear drive,s,32,16875.0,3.199,mercedes-benz s-klass
mercedes-benz,s-klass,13900,2006,with mileage,210000.0,diesel,3000.0,silver,auto,rear drive,s,20,10500.0,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,4800,2003,with mileage,100000.0,petrol,5000.0,silver,auto,rear drive,s,23,4347.826086956522,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,18990,2010,with mileage,194000.0,petrol,5500.0,black,auto,all-wheel drive,s,16,12125.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,20000,2010,with mileage,167000.0,petrol,3500.0,black,auto,all-wheel drive,s,16,10437.5,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,22000,2010,with mileage,150000.0,petrol,5500.0,white,auto,all-wheel drive,s,16,9375.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,13950,2007,with mileage,177000.0,petrol,5500.0,silver,auto,all-wheel drive,s,19,9315.78947368421,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,7500,1996,with mileage,350000.0,petrol,5000.0,silver,auto,rear drive,s,30,11666.666666666666,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,5100,1998,with mileage,395000.0,diesel,3000.0,blue,auto,rear drive,s,28,14107.142857142857,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,11500,2008,with mileage,194000.0,petrol,3500.0,silver,auto,all-wheel drive,s,18,10777.777777777777,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,5000,2003,with mileage,320000.0,petrol,4300.0,blue,auto,rear drive,s,23,13913.04347826087,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,4300,2001,with mileage,243000.0,petrol,6000.0,black,auto,rear drive,s,25,9720.0,6.0,mercedes-benz s-klass
mercedes-benz,s-klass,13550,2008,with mileage,280000.0,petrol,5500.0,black,auto,all-wheel drive,s,18,15555.555555555555,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,4000,2000,with mileage,128000.0,petrol,4300.0,silver,auto,rear drive,s,26,4923.076923076923,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,48300,2014,with mileage,125000.0,diesel,3000.0,black,auto,all-wheel drive,s,12,10416.666666666666,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,7500,2004,with mileage,327000.0,diesel,3200.0,silver,auto,rear drive,s,22,14863.636363636364,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,16850,2008,with mileage,154000.0,petrol,5000.0,black,auto,all-wheel drive,s,18,8555.555555555555,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,7300,2001,with mileage,240000.0,diesel,3200.0,black,auto,rear drive,s,25,9600.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,10000,1983,with mileage,300000.0,petrol,2800.0,brown,mechanics,rear drive,s,43,6976.7441860465115,2.8,mercedes-benz s-klass
mercedes-benz,s-klass,83000,2017,with mileage,38900.0,petrol,3000.0,black,auto,all-wheel drive,s,9,4322.222222222223,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,7000,2003,with mileage,400000.0,petrol,4996.0,black,auto,all-wheel drive,s,23,17391.304347826088,4.996,mercedes-benz s-klass
mercedes-benz,s-klass,12900,2007,with mileage,160000.0,diesel,3200.0,black,auto,rear drive,s,19,8421.052631578947,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,16250,2010,with mileage,190000.0,petrol,5500.0,gray,auto,all-wheel drive,s,16,11875.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,10900,2006,with mileage,256000.0,petrol,5500.0,black,auto,rear drive,s,20,12800.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,4500,1993,with mileage,400000.0,petrol,3200.0,black,auto,rear drive,s,33,12121.212121212122,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,6800,2000,with mileage,111111.0,diesel,3200.0,black,auto,rear drive,s,26,4273.5,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,6180,1995,with mileage,375000.0,diesel,3500.0,black,auto,rear drive,s,31,12096.774193548386,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,14500,2007,with mileage,257668.0,diesel,3200.0,silver,auto,rear drive,s,19,13561.473684210527,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,4600,2000,with mileage,400000.0,diesel,3200.0,blue,auto,rear drive,s,26,15384.615384615385,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,5000,1999,with mileage,400000.0,petrol,5000.0,burgundy,auto,rear drive,s,27,14814.814814814816,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,18000,1991,with mileage,350000.0,petrol,5600.0,black,auto,rear drive,s,35,10000.0,5.6,mercedes-benz s-klass
mercedes-benz,s-klass,12999,2008,with mileage,384679.0,petrol,5500.0,white,auto,rear drive,s,18,21371.055555555555,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,12000,2007,with mileage,213700.0,petrol,5500.0,black,auto,all-wheel drive,s,19,11247.368421052632,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,12500,2006,with mileage,240000.0,petrol,3500.0,black,auto,rear drive,s,20,12000.0,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,6000,1997,with mileage,43000.0,diesel,3000.0,black,auto,rear drive,s,29,1482.7586206896551,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,11500,2007,with mileage,300000.0,petrol,3500.0,burgundy,auto,rear drive,s,19,15789.473684210527,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,3400,1995,with mileage,450000.0,diesel,3500.0,green,auto,rear drive,s,31,14516.129032258064,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,10599,2006,with mileage,219000.0,petrol,5500.0,silver,auto,rear drive,s,20,10950.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,5999,1996,with mileage,400000.0,diesel,3500.0,silver,auto,rear drive,s,30,13333.333333333334,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,65500,2015,with mileage,119000.0,diesel,3000.0,black,auto,all-wheel drive,s,11,10818.181818181818,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,2500,1993,with mileage,560000.0,petrol,2800.0,blue,auto,rear drive,s,33,16969.696969696968,2.8,mercedes-benz s-klass
mercedes-benz,s-klass,12850,2008,with mileage,227540.0,petrol,3500.0,black,auto,all-wheel drive,s,18,12641.111111111111,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,9650,2006,with mileage,309000.0,petrol,3500.0,black,auto,rear drive,s,20,15450.0,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,4400,1993,with mileage,470000.0,diesel,3000.0,black,auto,rear drive,s,33,14242.424242424242,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,22999,2013,with mileage,205000.0,petrol,3500.0,black,auto,all-wheel drive,s,13,15769.23076923077,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,3500,1999,with mileage,400000.0,petrol,5000.0,black,auto,rear drive,s,27,14814.814814814816,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,14950,2008,with mileage,240000.0,diesel,4000.0,silver,auto,rear drive,s,18,13333.333333333334,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,14650,2008,with mileage,195000.0,diesel,3200.0,black,auto,rear drive,s,18,10833.333333333334,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,10999,2006,with mileage,220000.0,petrol,5000.0,black,auto,rear drive,s,20,11000.0,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,24950,2010,with mileage,190000.0,diesel,4000.0,white,auto,rear drive,s,16,11875.0,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,58900,2015,with mileage,94940.0,petrol,4663.0,black,auto,all-wheel drive,s,11,8630.90909090909,4.663,mercedes-benz s-klass
mercedes-benz,s-klass,19499,2012,with mileage,209727.0,petrol,3498.0,black,auto,all-wheel drive,s,14,14980.5,3.498,mercedes-benz s-klass
mercedes-benz,s-klass,7800,2003,with mileage,423000.0,diesel,4000.0,silver,auto,rear drive,s,23,18391.304347826088,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,7200,2004,with mileage,351000.0,petrol,4300.0,gray,auto,rear drive,s,22,15954.545454545454,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,17499,2011,with mileage,208000.0,petrol,4700.0,black,auto,rear drive,s,15,13866.666666666666,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,49950,2014,with mileage,125000.0,petrol,4700.0,black,auto,all-wheel drive,s,12,10416.666666666666,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,12750,2006,with mileage,270000.0,diesel,3200.0,black,auto,rear drive,s,20,13500.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,5500,1999,with mileage,357000.0,petrol,5000.0,blue,auto,rear drive,s,27,13222.222222222223,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,26399,2012,with mileage,147000.0,petrol,4700.0,brown,auto,all-wheel drive,s,14,10500.0,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,30999,2012,with mileage,70328.0,petrol,3500.0,black,auto,all-wheel drive,s,14,5023.428571428572,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,11999,2008,with mileage,192000.0,petrol,3500.0,black,auto,all-wheel drive,s,18,10666.666666666666,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,14200,2007,with mileage,160000.0,petrol,5500.0,silver,auto,all-wheel drive,s,19,8421.052631578947,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,13500,2008,with mileage,224000.0,petrol,5500.0,black,auto,all-wheel drive,s,18,12444.444444444445,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,5700,2002,with mileage,400000.0,diesel,3200.0,silver,auto,rear drive,s,24,16666.666666666668,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,14850,2008,with mileage,220000.0,diesel,3000.0,black,auto,all-wheel drive,s,18,12222.222222222223,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,97000,2017,with mileage,89000.0,petrol,3000.0,black,auto,all-wheel drive,s,9,9888.888888888889,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,25500,2011,with mileage,125000.0,petrol,3500.0,black,auto,all-wheel drive,s,15,8333.333333333334,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,54999,2014,with mileage,171000.0,petrol,4700.0,black,auto,all-wheel drive,s,12,14250.0,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,47999,2014,with mileage,179000.0,diesel,3000.0,black,auto,all-wheel drive,s,12,14916.666666666666,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,13999,2006,with mileage,236000.0,diesel,3200.0,gray,auto,rear drive,s,20,11800.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,9800,1998,with mileage,400000.0,diesel,3000.0,other,auto,rear drive,s,28,14285.714285714286,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,23000,2012,with mileage,180000.0,petrol,3500.0,black,auto,all-wheel drive,s,14,12857.142857142857,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,1000,1984,with mileage,300000.0,diesel,2400.0,green,mechanics,rear drive,s,42,7142.857142857143,2.4,mercedes-benz s-klass
mercedes-benz,s-klass,6400,2002,with mileage,450000.0,diesel,3200.0,silver,auto,rear drive,s,24,18750.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,14900,2007,with mileage,265000.0,petrol,5500.0,black,auto,all-wheel drive,s,19,13947.368421052632,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,54000,2015,with mileage,91000.0,petrol,4700.0,black,auto,all-wheel drive,s,11,8272.727272727272,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,10500,2006,with mileage,350000.0,petrol,5000.0,black,auto,rear drive,s,20,17500.0,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,16800,2009,with mileage,298000.0,diesel,3200.0,white,auto,rear drive,s,17,17529.41176470588,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,5900,2001,with mileage,307000.0,petrol,5000.0,black,auto,rear drive,s,25,12280.0,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,3999,1994,with mileage,320000.0,petrol,3200.0,black,auto,rear drive,s,32,10000.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,18900,2010,with mileage,187000.0,petrol,3500.0,black,auto,all-wheel drive,s,16,11687.5,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,11750,2006,with mileage,286000.0,diesel,3000.0,black,auto,rear drive,s,20,14300.0,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,25000,2010,with mileage,133000.0,diesel,3500.0,brown,auto,all-wheel drive,s,16,8312.5,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,6000,2002,with mileage,365000.0,diesel,3200.0,silver,auto,rear drive,s,24,15208.333333333334,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,3700,1998,with mileage,397000.0,petrol,3200.0,other,auto,rear drive,s,28,14178.57142857143,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,6400,2001,with mileage,470000.0,diesel,3200.0,black,auto,rear drive,s,25,18800.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,9800,2004,with mileage,300000.0,diesel,3200.0,gray,auto,rear drive,s,22,13636.363636363636,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,10999,2006,with mileage,230000.0,petrol,5500.0,black,auto,rear drive,s,20,11500.0,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,75000,2016,with mileage,65000.0,diesel,3500.0,black,auto,part-time four-wheel drive,s,10,6500.0,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,4150,2000,with mileage,310000.0,petrol,5000.0,black,auto,rear drive,s,26,11923.076923076924,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,13000,2007,with mileage,271000.0,petrol,4700.0,black,auto,rear drive,s,19,14263.157894736842,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,5999,2000,with mileage,529512.0,diesel,3200.0,blue,auto,rear drive,s,26,20365.846153846152,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,15999,2007,with mileage,94000.0,petrol,5000.0,black,auto,part-time four-wheel drive,s,19,4947.368421052632,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,13999,2008,with mileage,146000.0,petrol,5000.0,black,auto,all-wheel drive,s,18,8111.111111111111,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,6433,2005,with mileage,231000.0,petrol,3700.0,white,auto,rear drive,s,21,11000.0,3.7,mercedes-benz s-klass
mercedes-benz,s-klass,5000,1996,with mileage,500000.0,diesel,3500.0,gray,auto,rear drive,s,30,16666.666666666668,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,8000,1999,with mileage,303000.0,petrol,5000.0,black,auto,rear drive,s,27,11222.222222222223,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,16300,2009,with mileage,300000.0,petrol,5500.0,black,auto,rear drive,s,17,17647.058823529413,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,13900,2005,with mileage,176000.0,petrol,5500.0,black,auto,rear drive,s,21,8380.952380952382,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,6100,1990,with mileage,250000.0,petrol,3000.0,blue,mechanics,rear drive,s,36,6944.444444444444,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,6500,2003,with mileage,367000.0,petrol,3700.0,black,auto,rear drive,s,23,15956.521739130434,3.7,mercedes-benz s-klass
mercedes-benz,s-klass,12200,2006,with mileage,180000.0,petrol,5000.0,black,auto,all-wheel drive,s,20,9000.0,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,17600,2010,with mileage,208000.0,petrol,3500.0,black,auto,rear drive,s,16,13000.0,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,5800,2001,with mileage,470000.0,diesel,3200.0,silver,auto,rear drive,s,25,18800.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,10990,2007,with mileage,245000.0,petrol,3500.0,silver,auto,,s,19,12894.736842105263,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,11800,2008,with mileage,219000.0,diesel,3200.0,black,auto,part-time four-wheel drive,s,18,12166.666666666666,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,4500,1999,with mileage,230000.0,petrol,5000.0,black,auto,rear drive,s,27,8518.518518518518,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,3300,1980,with mileage,300000.0,petrol,2800.0,white,auto,rear drive,s,46,6521.739130434783,2.8,mercedes-benz s-klass
mercedes-benz,s-klass,18550,2011,with mileage,193000.0,petrol,3500.0,black,auto,rear drive,s,15,12866.666666666666,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,9500,2005,with mileage,203000.0,petrol,5500.0,black,auto,rear drive,s,21,9666.666666666666,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,26500,2012,with mileage,111000.0,petrol,3500.0,black,auto,all-wheel drive,s,14,7928.571428571428,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,16500,2007,with mileage,160000.0,diesel,4000.0,white,auto,rear drive,s,19,8421.052631578947,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,5000,1995,with mileage,342000.0,diesel,3500.0,silver,auto,rear drive,s,31,11032.258064516129,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,6000,1994,with mileage,385000.0,petrol,2800.0,black,mechanics,rear drive,s,32,12031.25,2.8,mercedes-benz s-klass
mercedes-benz,s-klass,10499,2005,with mileage,247000.0,petrol,5500.0,black,auto,rear drive,s,21,11761.904761904761,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,5300,1997,with mileage,341000.0,petrol,4200.0,black,auto,rear drive,s,29,11758.620689655172,4.2,mercedes-benz s-klass
mercedes-benz,s-klass,23499,2012,with mileage,195000.0,petrol,4700.0,black,auto,all-wheel drive,s,14,13928.57142857143,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,14999,2008,with mileage,249000.0,petrol,5500.0,black,auto,all-wheel drive,s,18,13833.333333333334,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,6500,2001,with mileage,380000.0,diesel,4000.0,black,auto,rear drive,s,25,15200.0,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,12000,2008,with mileage,253000.0,petrol,5500.0,black,auto,all-wheel drive,s,18,14055.555555555555,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,6500,2004,with mileage,262000.0,petrol,5000.0,black,auto,all-wheel drive,s,22,11909.09090909091,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,6000,2000,with mileage,287000.0,petrol,5000.0,silver,auto,rear drive,s,26,11038.461538461539,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,5000,1998,with mileage,300000.0,petrol,4300.0,black,auto,rear drive,s,28,10714.285714285714,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,13500,2008,with mileage,205900.0,petrol,3500.0,black,auto,rear drive,s,18,11438.888888888889,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,12000,2008,with mileage,178000.0,petrol,3500.0,black,auto,all-wheel drive,s,18,9888.888888888889,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,6900,2002,with mileage,193000.0,diesel,3200.0,silver,auto,rear drive,s,24,8041.666666666667,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,1999,1987,with mileage,555555.0,petrol,3000.0,brown,auto,rear drive,s,39,14245.0,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,4000,1993,with mileage,293000.0,petrol,3200.0,purple,auto,rear drive,s,33,8878.787878787878,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,7400,2001,with mileage,280000.0,diesel,4000.0,blue,auto,rear drive,s,25,11200.0,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,13999,2007,with mileage,354200.0,diesel,3200.0,black,auto,rear drive,s,19,18642.105263157893,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,4650,2000,with mileage,999999.0,diesel,3200.0,other,auto,rear drive,s,26,38461.5,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,2000,2003,for parts,270000.0,diesel,3200.0,black,auto,rear drive,s,23,11739.130434782608,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,7000,2003,with mileage,240000.0,petrol,3724.0,silver,auto,all-wheel drive,s,23,10434.782608695652,3.724,mercedes-benz s-klass
mercedes-benz,s-klass,4500,2003,with mileage,262000.0,petrol,4300.0,black,auto,all-wheel drive,s,23,11391.304347826086,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,7200,2003,with mileage,178000.0,diesel,4000.0,silver,auto,rear drive,s,23,7739.130434782609,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,4700,1999,with mileage,200000.0,petrol,4300.0,black,auto,rear drive,s,27,7407.407407407408,4.3,mercedes-benz s-klass
mercedes-benz,s-klass,6500,2004,with mileage,380000.0,diesel,3200.0,silver,auto,rear drive,s,22,17272.727272727272,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,9600,2006,with mileage,169731.0,diesel,3000.0,black,auto,rear drive,s,20,8486.55,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,25500,2012,with mileage,266000.0,petrol,4700.0,black,auto,all-wheel drive,s,14,19000.0,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,40000,2013,with mileage,87000.0,petrol,4700.0,black,auto,rear drive,s,13,6692.307692307692,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,17500,2009,with mileage,225000.0,petrol,3500.0,black,auto,rear drive,s,17,13235.29411764706,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,12900,2006,with mileage,324000.0,petrol,3500.0,black,auto,rear drive,s,20,16200.0,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,6000,1998,with mileage,402335.0,petrol,4200.0,black,auto,rear drive,s,28,14369.107142857143,4.2,mercedes-benz s-klass
mercedes-benz,s-klass,14500,2007,with mileage,180000.0,petrol,5500.0,black,auto,all-wheel drive,s,19,9473.684210526315,5.5,mercedes-benz s-klass
mercedes-benz,s-klass,2300,1983,with mileage,400000.0,diesel,3000.0,gray,mechanics,rear drive,s,43,9302.32558139535,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,27200,2012,with mileage,290000.0,petrol,4700.0,black,auto,all-wheel drive,s,14,20714.285714285714,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,55000,2015,with mileage,80000.0,petrol,4700.0,black,auto,all-wheel drive,s,11,7272.727272727273,4.7,mercedes-benz s-klass
mercedes-benz,s-klass,4300,1993,with mileage,300000.0,petrol,5000.0,black,auto,rear drive,s,33,9090.90909090909,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,1700,1984,with mileage,111111.0,diesel,3000.0,green,auto,rear drive,s,42,2645.5,3.0,mercedes-benz s-klass
mercedes-benz,s-klass,17500,2010,with mileage,178150.0,petrol,3500.0,black,auto,rear drive,s,16,11134.375,3.5,mercedes-benz s-klass
mercedes-benz,s-klass,10500,2004,with mileage,380000.0,diesel,3200.0,black,auto,rear drive,s,22,17272.727272727272,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,42000,1987,with mileage,70000.0,petrol,5000.0,other,auto,rear drive,s,39,1794.871794871795,5.0,mercedes-benz s-klass
mercedes-benz,s-klass,13850,2007,with mileage,288000.0,diesel,3200.0,black,auto,rear drive,s,19,15157.894736842105,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,6200,2000,with mileage,425000.0,diesel,3200.0,black,auto,rear drive,s,26,16346.153846153846,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,4900,2000,with mileage,320.0,petrol,3200.0,black,auto,rear drive,s,26,12.307692307692308,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,6100,2003,with mileage,460000.0,diesel,4000.0,silver,auto,rear drive,s,23,20000.0,4.0,mercedes-benz s-klass
mercedes-benz,s-klass,6300,2001,with mileage,420000.0,diesel,3200.0,black,auto,rear drive,s,25,16800.0,3.2,mercedes-benz s-klass
mercedes-benz,s-klass,10000,1995,with mileage,346700.0,petrol,4200.0,black,auto,rear drive,s,31,11183.870967741936,4.2,mercedes-benz s-klass
